!!SBtab SBtabVersion='1.0' TableType='Quantity' TableName='Parameter' Document='ecoli_wortel_2018_data.tsv' Date='2018-11-28'
!QuantityType	!Reaction:SBML:reaction:id	!Compound:SBML:species:id	!Mode	!Unit	!UnconstrainedGeometricMean	!UnconstrainedGeometricStd	!UnconstrainedMean	!UnconstrainedStd
substrate catalytic rate constant	R11r		11.5925	1/s	11.5925	139.2026	2262688.6697	441644004184.6275
product catalytic rate constant	R11r		8.6263	1/s	8.6263	139.2026	1683721.5525	328638021814.5956
catalytic rate constant geometric mean	R42		7.2974	1/s	7.2974	47.6417	12728.9984	22203526.0672
concentration of enzyme	R42		0.001	mM	0.001	100.0	40.2875	1623081.6651
equilibrium constant	R42		18598.5423	dimensionless	18598.5423	4043.797	1.7642588779286843e+19	1.673577064723472e+34
substrate catalytic rate constant	R42		1107.909	1/s	1107.909	2070.7576	5069185048384915.0	2.319381549426266e+28
product catalytic rate constant	R42		0.0481	1/s	0.0481	9.3781	0.5886	7.1834
catalytic rate constant geometric mean	R5r		1550.028	1/s	1550.028	9.5392	19721.4076	250144.3663
concentration of enzyme	R5r		0.001	mM	0.001	100.0	40.2875	1623081.6651
equilibrium constant	R5r		0.0	dimensionless	0.0	64.2303	0.0004	2.3528
substrate catalytic rate constant	R5r		9.1238	1/s	9.1238	1.1916	9.2651	1.6369
product catalytic rate constant	R5r		263331.3761	1/s	263331.3761	90.364	6687344407.9776	169826231345526.88
catalytic rate constant geometric mean	R25		5.6723	1/s	5.6723	94.6893	178006.759	5586188931.6569
concentration of enzyme	R25		0.001	mM	0.001	100.0	40.2875	1623081.6651
equilibrium constant	R25		1787.1164	dimensionless	1787.1164	32958.7775	5.654687640903233e+26	1.7892226630444776e+50
substrate catalytic rate constant	R25		148.6834	1/s	148.6834	1.0693	149.0179	10.0012
product catalytic rate constant	R25		0.2164	1/s	0.2164	8968.075	2.1030646835476538e+17	2.043869072836912e+35
catalytic rate constant geometric mean	R24		5.7365	1/s	5.7365	94.7312	180385.3193	5672223877.0498
concentration of enzyme	R24		0.001	mM	0.001	100.0	40.2875	1623081.6651
equilibrium constant	R24		60.4872	dimensionless	60.4872	13336.0391	2.3544044662582726e+21	9.164281945134108e+40
substrate catalytic rate constant	R24		74.9742	1/s	74.9742	1.9595	94.0089	71.1134
product catalytic rate constant	R24		0.4389	1/s	0.4389	9178.2345	5.268207556334325e+17	6.323236272243631e+35
catalytic rate constant geometric mean	R22		5.9214	1/s	5.9214	94.7955	186775.41	5891345742.3548
concentration of enzyme	R22		0.001	mM	0.001	100.0	40.2875	1623081.6651
equilibrium constant	R22		14862.9861	dimensionless	14862.9861	18242.7572	1.1912435444114518e+25	9.547618313861609e+45
substrate catalytic rate constant	R22		265.247	1/s	265.247	2.4637	398.2876	446.139
product catalytic rate constant	R22		0.1322	1/s	0.1322	9357.0372	1.8924026263508422e+17	2.709116879695056e+35
catalytic rate constant geometric mean	R21		6.2685	1/s	6.2685	93.9403	189741.2473	5743255788.8682
concentration of enzyme	R21		0.001	mM	0.001	100.0	40.2875	1623081.6651
equilibrium constant	R21		10.9297	dimensionless	10.9297	32150.2874	2.6716983025511847e+24	6.530821207722536e+47
substrate catalytic rate constant	R21		32.8292	1/s	32.8292	1.2081	33.4213	6.3759
product catalytic rate constant	R21		1.1969	1/s	1.1969	8840.273	1.0208951993073421e+18	8.707471799677763e+35
catalytic rate constant geometric mean	R20		1904.0741	1/s	1904.0741	1.036	1905.2644	67.3803
concentration of enzyme	R20		0.001	mM	0.001	100.0	40.2875	1623081.6651
equilibrium constant	R20		721.3369	dimensionless	721.3369	12.2661	16701.1395	386321.2712
substrate catalytic rate constant	R20		9547.0355	1/s	9547.0355	1.0513	9558.9764	478.2406
product catalytic rate constant	R20		379.7512	1/s	379.7512	1.0513	380.2262	19.0229
catalytic rate constant geometric mean	R60		10.0	1/s	10.0	100.0	402874.8771	16230816651.2812
concentration of enzyme	R60		0.001	mM	0.001	100.0	40.2875	1623081.6651
equilibrium constant	R60		1660111.215	dimensionless	1660111.215	19658071.9406	2.910684784057189e+67	5.103324304769919e+128
substrate catalytic rate constant	R60		5064.2472	1/s	5064.2472	16050.1058	1.165000058345708e+24	2.680013611925742e+44
product catalytic rate constant	R60		0.0197	1/s	0.0197	16050.1058	4.542512785273225e+18	1.0449781534059276e+39
catalytic rate constant geometric mean	R61r		4.5131	1/s	4.5131	4.2276	12.7577	33.7319
concentration of enzyme	R61r		0.001	mM	0.001	100.0	40.2875	1623081.6651
equilibrium constant	R61r		0.0309	dimensionless	0.0309	23.434	4.4664	646.1319
substrate catalytic rate constant	R61r		148.169	1/s	148.169	1.0694	148.5025	9.9702
product catalytic rate constant	R61r		0.1375	1/s	0.1375	17.8535	8.7508	556.9983
Michaelis constant	R54ra	ACETYL_CoA	0.0102	mM	0.0102	1.4923	0.011	0.0046
Michaelis constant	R54ra	NADH	0.0552	mM	0.0552	2.0134	0.0705	0.0561
Michaelis constant	R54ra	ACALD	2.2851	mM	2.2851	2.2314	3.1535	2.9991
Michaelis constant	R54ra	NAD	0.0614	mM	0.0614	1.3703	0.0645	0.0208
Michaelis constant	R54ra	CoASH	0.009	mM	0.009	1.1686	0.0091	0.0014
Michaelis constant	R54rb	ACALD	0.1	mM	0.1	10.0	1.4167	20.0217
Michaelis constant	R54rb	NADH	0.1	mM	0.1	10.0	1.4167	20.0217
Michaelis constant	R54rb	ETOH	10.4714	mM	10.4714	1.0986	10.5178	0.9914
Michaelis constant	R54rb	NAD	0.1	mM	0.1	10.0	1.4167	20.0217
Michaelis constant	R13r	RIBOSE_5_P	0.9558	mM	0.9558	1.8561	1.1573	0.79
Michaelis constant	R13r	XYL_5_P	0.0444	mM	0.0444	4.3714	0.1319	0.3687
Michaelis constant	R13r	SED_7_P	3.7233	mM	3.7233	1.2774	3.8366	0.9536
Michaelis constant	R13r	GA_3P	1.6999	mM	1.6999	1.5583	1.8756	0.8747
Michaelis constant	R26r	SUCC_CoA	0.0073	mM	0.0073	5.5274	0.0316	0.1325
Michaelis constant	R26r	ADP	0.1013	mM	0.1013	7.5456	0.7805	5.9646
Michaelis constant	R26r	SUCC	0.0719	mM	0.0719	3.6817	0.168	0.3551
Michaelis constant	R26r	ATP	0.022	mM	0.022	4.6329	0.0714	0.2199
Michaelis constant	R26r	CoASH	0.0058	mM	0.0058	5.6952	0.0264	0.1171
Michaelis constant	R15r	ERYTH_4_P	0.0268	mM	0.0268	4.9002	0.0946	0.3209
Michaelis constant	R15r	XYL_5_P	0.0444	mM	0.0444	4.3714	0.1319	0.3687
Michaelis constant	R15r	GA_3P	1.6999	mM	1.6999	1.5583	1.8756	0.8747
Michaelis constant	R15r	FRU_6_P	0.6572	mM	0.6572	2.0865	0.8613	0.7296
Michaelis constant	R96	FORMATE	0.1	mM	0.1	10.0	1.4167	20.0217
Michaelis constant	R96	FORMATE_ext	0.1	mM	0.1	10.0	1.4167	20.0217
Michaelis constant	R94	LACTATE	0.1	mM	0.1	10.0	1.4167	20.0217
Michaelis constant	R94	LACTATE_ext	0.1	mM	0.1	10.0	1.4167	20.0217
Michaelis constant	R95	SUCC	0.1	mM	0.1	10.0	1.4167	20.0217
Michaelis constant	R95	SUCC_ext	0.1	mM	0.1	10.0	1.4167	20.0217
Michaelis constant	R93	NH3_ext	0.1	mM	0.1	10.0	1.4167	20.0217
Michaelis constant	R93	NH3	0.1	mM	0.1	10.0	1.4167	20.0217
Michaelis constant	R90	ETOH	0.1	mM	0.1	10.0	1.4167	20.0217
Michaelis constant	R90	ETOH_ext	0.1	mM	0.1	10.0	1.4167	20.0217
Michaelis constant	R91	ACETATE	0.1	mM	0.1	10.0	1.4167	20.0217
Michaelis constant	R91	ACETATE_ext	0.1	mM	0.1	10.0	1.4167	20.0217
Michaelis constant	R8r	PG	0.1108	mM	0.1108	1.1622	0.1121	0.0169
Michaelis constant	R8r	PEP	0.0342	mM	0.0342	4.4503	0.1043	0.3004
Michaelis constant	R10a	GLU_6_P	0.2155	mM	0.2155	2.5536	0.3344	0.3968
Michaelis constant	R10a	NAD	0.5058	mM	0.5058	2.7658	0.8486	1.1432
Michaelis constant	R10a	GLU_LAC_6_P	0.0813	mM	0.0813	9.8629	1.1158	15.2743
Michaelis constant	R10a	NADH	0.0813	mM	0.0813	9.8629	1.1158	15.2743
Michaelis constant	R10b	GLU_LAC_6_P	0.1232	mM	0.1232	9.8628	1.6908	23.1454
Michaelis constant	R10b	GLUCO_6_P	0.0812	mM	0.0812	9.8628	1.1141	15.2511
Michaelis constant	R10c	GLUCO_6_P	0.0303	mM	0.0303	4.8507	0.1055	0.3516
Michaelis constant	R10c	NAD	0.0195	mM	0.0195	5.3365	0.0794	0.3126
Michaelis constant	R10c	RIBULOSE_5_P	0.0811	mM	0.0811	9.8622	1.1129	15.2325
Michaelis constant	R10c	NADH	0.0811	mM	0.0811	9.8622	1.1129	15.2325
Michaelis constant	R10c	CO2	0.0811	mM	0.0811	9.8622	1.1129	15.2325
Michaelis constant	R28r	FUMARATE	0.2706	mM	0.2706	2.0126	0.3456	0.2745
Michaelis constant	R28r	MALATE	0.8204	mM	0.8204	1.3553	0.8592	0.2674
Michaelis constant	R3	FRU_6_P	0.1176	mM	0.1176	1.3011	0.1217	0.0326
Michaelis constant	R3	ATP	0.1446	mM	0.1446	1.3707	0.1519	0.0491
Michaelis constant	R3	FRU_BIS_P	0.1326	mM	0.1326	9.7524	1.7739	23.6626
Michaelis constant	R3	ADP	0.1326	mM	0.1326	9.7524	1.7739	23.6626
Michaelis constant	R70	GLU_6_P	8.5992	mM	8.5992	1.1205	8.655	0.9879
Michaelis constant	R70	RIBOSE_5_P	0.874	mM	0.874	1.9086	1.0771	0.7757
Michaelis constant	R70	ERYTH_4_P	0.008	mM	0.008	6.2612	0.0431	0.2279
Michaelis constant	R70	PEP	0.0512	mM	0.0512	4.228	0.1449	0.3831
Michaelis constant	R70	PYR	0.1287	mM	0.1287	3.3551	0.2677	0.4885
Michaelis constant	R70	ACETYL_CoA	0.2502	mM	0.2502	2.7908	0.4237	0.5789
Michaelis constant	R70	AKG	0.1546	mM	0.1546	3.1932	0.3034	0.5122
Michaelis constant	R70	OXALO	0.0059	mM	0.0059	6.6369	0.0352	0.2081
Michaelis constant	R70	ATP	0.1	mM	0.1	10.0	1.4167	20.0217
Michaelis constant	R70	NADH	0.0252	mM	0.0252	4.9653	0.091	0.3156
Michaelis constant	R70	NH3	0.008	mM	0.008	6.2612	0.0431	0.2279
Michaelis constant	R70	BIOMASS	0.1	mM	0.1	10.0	1.4167	20.0217
Michaelis constant	R70	CoASH	0.925	mM	0.925	1.8752	1.1271	0.7848
Michaelis constant	R70	ADP	0.1	mM	0.1	10.0	1.4167	20.0217
Michaelis constant	R70	NAD	2.1844	mM	2.1844	1.4524	2.342	0.9054
Michaelis constant	R70	CO2	0.1	mM	0.1	10.0	1.4167	20.0217
Michaelis constant	R6r	GA_3P	0.631	mM	0.631	2.1505	0.8459	0.7553
Michaelis constant	R6r	DHAP	0.056	mM	0.056	9.3455	0.6803	8.2378
Michaelis constant	R97r	CO2	0.1	mM	0.1	10.0	1.4167	20.0217
Michaelis constant	R97r	CO2_ext	0.1	mM	0.1	10.0	1.4167	20.0217
Michaelis constant	R2r	GLU_6_P	0.1023	mM	0.1023	3.7147	0.242	0.5189
Michaelis constant	R2r	FRU_6_P	0.1857	mM	0.1857	1.4893	0.201	0.0833
Michaelis constant	R55a	ACETYL_CoA	0.0166	mM	0.0166	5.4251	0.0692	0.2808
Michaelis constant	R55a	ACETYL_P	0.0949	mM	0.0949	3.6319	0.218	0.451
Michaelis constant	R55a	CoASH	0.0215	mM	0.0215	5.1342	0.082	0.3018
Michaelis constant	R55b	ACETYL_P	0.0444	mM	0.0444	4.3714	0.1319	0.3687
Michaelis constant	R55b	ADP	0.1854	mM	0.1854	3.0378	0.3437	0.5366
Michaelis constant	R55b	ACETATE	6.819	mM	6.819	1.1524	6.888	0.9821
Michaelis constant	R55b	ATP	0.0222	mM	0.0222	5.103	0.0837	0.3046
Michaelis constant	R4	FRU_BIS_P	0.0109	mM	0.0109	2.6929	0.0178	0.023
Michaelis constant	R4	FRU_6_P	0.1246	mM	0.1246	9.7862	1.6804	22.5947
Michaelis constant	R12r	RIBULOSE_5_P	0.2265	mM	0.2265	9.3594	2.7617	33.5548
Michaelis constant	R12r	RIBOSE_5_P	1.8169	mM	1.8169	1.7759	2.1427	1.3395
Michaelis constant	R1	GLU_ext	0.0805	mM	0.0805	2.3747	0.117	0.1234
Michaelis constant	R1	PEP	0.1	mM	0.1	10.0	1.4167	20.0217
Michaelis constant	R1	GLU_6_P	0.1	mM	0.1	10.0	1.4167	20.0217
Michaelis constant	R1	PYR	0.1	mM	0.1	10.0	1.4167	20.0217
Michaelis constant	R27	SUCC	0.0398	mM	0.0398	2.5509	0.0617	0.0731
Michaelis constant	R27	ADP	0.1005	mM	0.1005	9.9985	1.4237	20.1132
Michaelis constant	R27	OXY_ext	0.1005	mM	0.1005	9.9985	1.4237	20.1132
Michaelis constant	R27	FUMARATE	0.0291	mM	0.0291	4.8102	0.0997	0.3277
Michaelis constant	R27	ATP	0.0995	mM	0.0995	9.9985	1.4089	19.9038
Michaelis constant	R27b	FUMARATE	0.0121	mM	0.0121	1.9747	0.0153	0.0118
Michaelis constant	R27b	NADH	0.1083	mM	0.1083	9.9808	1.5281	21.4987
Michaelis constant	R27b	SUCC	0.1455	mM	0.1455	2.5888	0.2287	0.2775
Michaelis constant	R27b	NAD	0.0923	mM	0.0923	9.9808	1.3019	18.3175
Michaelis constant	R23r	CITRATE	2.5076	mM	2.5076	2.32	3.5732	3.6272
Michaelis constant	R23r	ISOCIT	1.047	mM	1.047	3.0508	1.9503	3.0652
Michaelis constant	R9	PEP	0.0955	mM	0.0955	3.6238	0.2187	0.4507
Michaelis constant	R9	ADP	0.0631	mM	0.0631	4.0148	0.1659	0.4031
Michaelis constant	R9	PYR	0.0962	mM	0.0962	9.7705	1.2917	17.3036
Michaelis constant	R9	ATP	22.3702	mM	22.3702	1.0513	22.3982	1.1203
Michaelis constant	R14r	GA_3P	0.4436	mM	0.4436	2.5353	0.6838	0.8022
Michaelis constant	R14r	SED_7_P	0.0899	mM	0.0899	3.6935	0.211	0.4483
Michaelis constant	R14r	ERYTH_4_P	0.1273	mM	0.1273	1.8545	0.154	0.105
Michaelis constant	R14r	FRU_6_P	1.0937	mM	1.0937	1.1434	1.1036	0.1485
Michaelis constant	RR9	PYR	0.0262	mM	0.0262	4.9347	0.0938	0.322
Michaelis constant	RR9	ATP	0.014	mM	0.014	5.5328	0.0607	0.2549
Michaelis constant	RR9	PEP	0.0916	mM	0.0916	9.8064	1.2405	16.7586
Michaelis constant	RR9	ADP	0.0839	mM	0.0839	9.2381	0.993	11.7172
Michaelis constant	R53r	PYR	0.0729	mM	0.0729	9.4339	0.9043	11.1852
Michaelis constant	R53r	NADH	0.0729	mM	0.0729	9.4339	0.9043	11.1852
Michaelis constant	R53r	LACTATE	0.1372	mM	0.1372	9.4339	1.7029	21.0637
Michaelis constant	R53r	NAD	0.1372	mM	0.1372	9.4339	1.7029	21.0637
Michaelis constant	R80	NADH	0.1	mM	0.1	10.0	1.4167	20.0217
Michaelis constant	R80	ADP	0.1	mM	0.1	10.0	1.4167	20.0217
Michaelis constant	R80	OXY_ext	0.1	mM	0.1	10.0	1.4167	20.0217
Michaelis constant	R80	NAD	0.1	mM	0.1	10.0	1.4167	20.0217
Michaelis constant	R80	ATP	0.1	mM	0.1	10.0	1.4167	20.0217
Michaelis constant	R82	ATP	0.1	mM	0.1	10.0	1.4167	20.0217
Michaelis constant	R82	ADP	0.1	mM	0.1	10.0	1.4167	20.0217
Michaelis constant	R82	ATP_main	0.1	mM	0.1	10.0	1.4167	20.0217
Michaelis constant	R29r	MALATE	2.3977	mM	2.3977	1.442	2.5638	0.9707
Michaelis constant	R29r	NAD	0.1916	mM	0.1916	3.7182	0.4538	0.9745
Michaelis constant	R29r	OXALO	0.0044	mM	0.0044	4.981	0.0159	0.0553
Michaelis constant	R29r	NADH	0.005	mM	0.005	4.8906	0.0176	0.0595
Michaelis constant	R7ra	GA_3P	0.5108	mM	0.5108	2.3126	0.7259	0.7329
Michaelis constant	R7ra	NAD	0.0239	mM	0.0239	5.3034	0.096	0.3738
Michaelis constant	R7ra	DPG	0.0509	mM	0.0509	9.4455	0.633	7.852
Michaelis constant	R7ra	NADH	0.0509	mM	0.0509	9.4455	0.633	7.852
Michaelis constant	R7rb	DPG	0.0977	mM	0.0977	9.4337	1.2118	14.9879
Michaelis constant	R7rb	ADP	0.0977	mM	0.0977	9.4337	1.2118	14.9879
Michaelis constant	R7rb	PG3	0.1024	mM	0.1024	9.4337	1.2707	15.7169
Michaelis constant	R7rb	ATP	0.1024	mM	0.1024	9.4337	1.2707	15.7169
Michaelis constant	R7rc	PG3	0.1	mM	0.1	10.0	1.4167	20.0217
Michaelis constant	R7rc	PG	0.1	mM	0.1	10.0	1.4167	20.0217
Michaelis constant	R41	MALATE	0.1583	mM	0.1583	3.1732	0.3083	0.5153
Michaelis constant	R41	NAD	0.0206	mM	0.0206	5.1834	0.0798	0.2984
Michaelis constant	R41	PYR	0.1	mM	0.1	10.0	1.4167	20.0217
Michaelis constant	R41	NADH	0.1	mM	0.1	10.0	1.4167	20.0217
Michaelis constant	R41	CO2	0.1	mM	0.1	10.0	1.4167	20.0217
Michaelis constant	R40	PEP	0.293	mM	0.293	1.8792	0.3575	0.25
Michaelis constant	R40	CO2	0.0298	mM	0.0298	4.7773	0.1013	0.3288
Michaelis constant	R40	OXALO	0.0951	mM	0.0951	9.7845	1.2811	17.218
Michaelis constant	R11r	RIBULOSE_5_P	0.1	mM	0.1	10.0	1.4167	20.0217
Michaelis constant	R11r	XYL_5_P	0.1	mM	0.1	10.0	1.4167	20.0217
Michaelis constant	R42	OXALO	0.296	mM	0.296	2.6591	0.4775	0.6044
Michaelis constant	R42	ATP	0.0203	mM	0.0203	5.1787	0.0786	0.2936
Michaelis constant	R42	PEP	0.0217	mM	0.0217	5.0645	0.0811	0.2911
Michaelis constant	R42	ADP	0.0173	mM	0.0173	5.3071	0.0698	0.2721
Michaelis constant	R42	CO2	12.8912	mM	12.8912	1.0798	12.9293	0.994
Michaelis constant	R5r	FRU_BIS_P	0.1864	mM	0.1864	1.4148	0.198	0.0708
Michaelis constant	R5r	DHAP	0.0194	mM	0.0194	4.8302	0.0672	0.2224
Michaelis constant	R5r	GA_3P	0.0194	mM	0.0194	4.8302	0.0672	0.2224
Michaelis constant	R25	AKG	0.0548	mM	0.0548	1.7746	0.0646	0.0403
Michaelis constant	R25	NAD	0.0932	mM	0.0932	9.9831	1.3147	18.5064
Michaelis constant	R25	CoASH	0.0932	mM	0.0932	9.9831	1.3147	18.5064
Michaelis constant	R25	NADH	0.1073	mM	0.1073	9.9831	1.5149	21.3247
Michaelis constant	R25	SUCC_CoA	0.1073	mM	0.1073	9.9831	1.5149	21.3247
Michaelis constant	R25	CO2	0.1073	mM	0.1073	9.9831	1.5149	21.3247
Michaelis constant	R24	ISOCIT	0.018	mM	0.018	1.8896	0.022	0.0155
Michaelis constant	R24	NAD	0.7491	mM	0.7491	2.5397	1.1566	1.3605
Michaelis constant	R24	AKG	0.2304	mM	0.2304	2.8688	0.4015	0.573
Michaelis constant	R24	NADH	0.0074	mM	0.0074	6.4113	0.0414	0.2288
Michaelis constant	R24	CO2	2.8083	mM	2.8083	1.362	2.9455	0.9321
Michaelis constant	R22	OXALO	0.0215	mM	0.0215	1.0513	0.0215	0.0011
Michaelis constant	R22	ACETYL_CoA	0.0716	mM	0.0716	1.6267	0.0806	0.0416
Michaelis constant	R22	CITRATE	0.1068	mM	0.1068	9.9834	1.5069	21.2138
Michaelis constant	R22	CoASH	0.1068	mM	0.1068	9.9834	1.5069	21.2138
Michaelis constant	R21	PYR	0.336	mM	0.336	1.5418	0.369	0.1676
Michaelis constant	R21	NAD	0.0943	mM	0.0943	9.9806	1.3304	18.7179
Michaelis constant	R21	CoASH	0.0943	mM	0.0943	9.9806	1.3304	18.7179
Michaelis constant	R21	ACETYL_CoA	0.106	mM	0.106	9.9806	1.4952	21.0361
Michaelis constant	R21	CO2	0.106	mM	0.106	9.9806	1.4952	21.0361
Michaelis constant	R21	NADH	0.106	mM	0.106	9.9806	1.4952	21.0361
Michaelis constant	R20	PYR	2.1852	mM	2.1852	1.1074	2.1966	0.2247
Michaelis constant	R20	CoASH	0.007	mM	0.007	6.4285	0.0394	0.2189
Michaelis constant	R20	ACETYL_CoA	0.0179	mM	0.0179	5.3369	0.0728	0.2867
Michaelis constant	R20	FORMATE	24.4162	mM	24.4162	1.0513	24.4468	1.2228
Michaelis constant	R60	GLUCO_6_P	0.0154	mM	0.0154	5.5026	0.0661	0.2751
Michaelis constant	R60	KDPG	0.1	mM	0.1	10.0	1.4167	20.0217
Michaelis constant	R61r	KDPG	0.3117	mM	0.3117	3.407	0.6608	1.2351
Michaelis constant	R61r	GA_3P	0.003	mM	0.003	8.5685	0.03	0.3
Michaelis constant	R61r	PYR	0.003	mM	0.003	8.5685	0.03	0.3
