
!!SBtab SBtabVersion='1.0' TableType='QuantityType' TableName='Jiang Result'
!QuantityType	!Reaction:SBML:reaction:id	!Compound:SBML:species:id	!Value	!Mean	!Std	!Unit	!Provenance	!Type	!Reference	!lnMean	!lnStd
reaction affinity	v1		0.926064503735	0.926064503735	5.60404584497	kJ/mol	Balanced parameter value	Derived		0.926064503735	5.60404584497
catalytic rate constant geometric mean	v2		10.1480062101	10.1723867408	0.705553202467	1/s	Balanced parameter value	Basic		2.31727725369	0.0692764503048
concentration of enzyme	v2		0.0186623580169	0.0273279779125	0.0292330473484	mM	Balanced parameter value	Basic		-3.98124672408	0.873387032729
equilibrium constant	v2		0.999820423801	1.01900963504	0.200601755536	dimensionless	Balanced parameter value	Derived		-0.000179592324875	0.194991291619
substrate catalytic rate constant	v2		9.6363880453	9.73198349602	1.37420729592	1/s	Balanced parameter value	Derived		2.26554635431	0.14050889481
product catalytic rate constant	v2		9.63811882204	9.73373144252	1.37445411516	1/s	Balanced parameter value	Derived		2.26572594664	0.14050889481
forward maximal velocity	v2		0.179837723691	0.26341714753	0.281928960977	mM/s	Balanced parameter value	Derived		-1.71570036977	0.873709309438
reverse maximal velocity	v2		0.179870024066	0.263464459476	0.281979597801	mM/s	Balanced parameter value	Derived		-1.71552077744	0.873709309438
reaction affinity	v2		0.488954875078	0.488954875078	5.6314513427	kJ/mol	Balanced parameter value	Derived		0.488954875078	5.6314513427
catalytic rate constant geometric mean	v3		10.0733726421	10.0975532643	0.70006425818	1/s	Balanced parameter value	Basic		2.30989557043	0.0692469928279
concentration of enzyme	v3		0.0183762561842	0.0269087879835	0.028784153081	mM	Balanced parameter value	Basic		-3.99669587245	0.873376800202
equilibrium constant	v3		0.995977497574	1.01509773251	0.199856879376	dimensionless	Balanced parameter value	Derived		-0.00403061444963	0.195015437843
substrate catalytic rate constant	v3		9.77778625523	9.87469546766	1.39371638036	1/s	Balanced parameter value	Derived		2.28011310415	0.140444775194
product catalytic rate constant	v3		9.81727627285	9.91457687719	1.39934525002	1/s	Balanced parameter value	Derived		2.2841437186	0.140444775194
forward maximal velocity	v3		0.17967910514	0.263185110233	0.281681216656	mM/s	Balanced parameter value	Derived		-1.7165827683	0.873710610106
reverse maximal velocity	v3		0.180404783821	0.264248048649	0.282818856191	mM/s	Balanced parameter value	Derived		-1.71255215385	0.873710610106
reaction affinity	v3		4.02056086056	4.02056086056	6.33809719812	kJ/mol	Balanced parameter value	Derived		4.02056086056	6.33809719812
catalytic rate constant geometric mean	v4		10.2785327858	10.3032069924	0.71433830486	1/s	Balanced parameter value	Basic		2.33005752473	0.0692485455431
concentration of enzyme	v4		0.019168272243	0.0280685691119	0.0300247898061	mM	Balanced parameter value	Basic		-3.95449885415	0.873377339457
equilibrium constant	v4		0.99905340238	1.01822704418	0.20044321911	dimensionless	Balanced parameter value	Derived		-0.000947045926807	0.194987019233
substrate catalytic rate constant	v4		9.361530252	9.45430586038	1.33432452809	1/s	Balanced parameter value	Derived		2.23660876559	0.140438732143
product catalytic rate constant	v4		9.37040025058	9.46326376334	1.33558879326	1/s	Balanced parameter value	Derived		2.23755581151	0.140438732143
forward maximal velocity	v4		0.179444360482	0.26284090423	0.281312091729	mM/s	Balanced parameter value	Derived		-1.71789008857	0.873709026893
reverse maximal velocity	v4		0.179614383029	0.263089944545	0.281578633393	mM/s	Balanced parameter value	Derived		-1.71694304264	0.873709026893
reaction affinity	v4		1.5465629674	1.5465629674	5.49915566968	kJ/mol	Balanced parameter value	Derived		1.5465629674	5.49915566968
catalytic rate constant geometric mean	v5		10.2211379509	10.2456926867	0.710616039663	1/s	Balanced parameter value	Basic		2.32445792407	0.0692743460103
concentration of enzyme	v5		0.0189449423754	0.0277417588782	0.0296756380232	mM	Balanced parameter value	Basic		-3.9662182762	0.873386301628
equilibrium constant	v5		1.00019844404	1.01939484491	0.200677241703	dimensionless	Balanced parameter value	Derived		0.000198424355496	0.19499096167
substrate catalytic rate constant	v5		9.48481603228	9.57890072525	1.35253974204	1/s	Balanced parameter value	Derived		2.24969220755	0.140503601413
product catalytic rate constant	v5		9.48293420048	9.57700022661	1.35227139184	1/s	Balanced parameter value	Derived		2.2494937832	0.140503601413
forward maximal velocity	v5		0.179689293173	0.26319972906	0.281696253258	mM/s	Balanced parameter value	Derived		-1.71652606864	0.873709287697
reverse maximal velocity	v5		0.179653641978	0.263147509004	0.281640363406	mM/s	Balanced parameter value	Derived		-1.716724493	0.873709287697
reaction affinity	v5		0.344338632197	0.344338632197	5.62205386336	kJ/mol	Balanced parameter value	Derived		0.344338632197	5.62205386336
catalytic rate constant geometric mean	v6		10.1657659606	10.1901883846	0.706776699053	1/s	Balanced parameter value	Basic		2.31902579698	0.0692753532763
concentration of enzyme	v6		0.0187307786274	0.0274281596009	0.0293401945322	mM	Balanced parameter value	Basic		-3.97758719225	0.873386651583
equilibrium constant	v6		1.000316654	1.01951455852	0.200696771239	dimensionless	Balanced parameter value	Derived		0.000316603873174	0.194987112967
substrate catalytic rate constant	v6		9.60119751943	9.69643821751	1.36914727863	1/s	Balanced parameter value	Derived		2.2618878323	0.140504745144
product catalytic rate constant	v6		9.59815822426	9.69336877354	1.36871386992	1/s	Balanced parameter value	Derived		2.26157122843	0.140504745144
forward maximal velocity	v6		0.179837905294	0.263417359476	0.281929079453	mM/s	Balanced parameter value	Derived		-1.71569935995	0.873709074559
reverse maximal velocity	v6		0.179780976929	0.263333973721	0.281839833743	mM/s	Balanced parameter value	Derived		-1.71601596382	0.873709074559
reaction affinity	v6		0.115390985967	0.115390985967	5.5006921008	kJ/mol	Balanced parameter value	Derived		0.115390985967	5.5006921008
catalytic rate constant geometric mean	v7		9.3075767185	9.32982751408	0.645509256749	1/s	Balanced parameter value	Basic		2.23082876938	0.0691051093214
concentration of enzyme	v7		0.0155736478735	0.022803881729	0.0243911967189	mM	Balanced parameter value	Basic		-4.16217503198	0.873327573976
equilibrium constant	v7		0.999271445966	1.01844985246	0.200490140748	dimensionless	Balanced parameter value	Derived		-0.000728819558752	0.194989940074
substrate catalytic rate constant	v7		11.6862877156	11.8015195122	1.66137915825	1/s	Balanced parameter value	Derived		2.45841616436	0.140086623503
product catalytic rate constant	v7		11.6948080151	11.8101238256	1.66259044523	1/s	Balanced parameter value	Derived		2.45914498392	0.140086623503
forward maximal velocity	v7		0.181998129831	0.26658151985	0.285315549927	mM/s	Balanced parameter value	Derived		-1.70375886761	0.873708963077
reverse maximal velocity	v7		0.182130821976	0.266775880494	0.285523569275	mM/s	Balanced parameter value	Derived		-1.70303004805	0.873708963077
reaction affinity	v7		-0.622825253672	-0.622825253672	5.5992569803	kJ/mol	Balanced parameter value	Derived		-0.622825253672	5.5992569803
catalytic rate constant geometric mean	hidden_1		9.9033969438	9.92801053981	0.700393885663	1/s	Balanced parameter value	Basic		2.29287782392	0.0704597133606
concentration of enzyme	hidden_1		0.0177332766404	0.0259768950259	0.0278066356179	mM	Balanced parameter value	Basic		-4.03231236828	0.873801555711
equilibrium constant	hidden_1		0.979330751579	1.00023790924	0.207781415517	dimensionless	Balanced parameter value	Derived		-0.0208858471563	0.205541859987
substrate catalytic rate constant	hidden_1		10.0714710373	10.1809574626	1.50527000203	1/s	Balanced parameter value	Derived		2.30970677722	0.147052934553
product catalytic rate constant	hidden_1		10.2840342969	10.3958314861	1.5370394523	1/s	Balanced parameter value	Derived		2.33059262438	0.147052934553
forward maximal velocity	hidden_1		0.17860018208	0.261743115879	0.280415321181	mM/s	Balanced parameter value	Derived		-1.72260559106	0.874315573594
reverse maximal velocity	hidden_1		0.182369625167	0.267267330733	0.286333621944	mM/s	Balanced parameter value	Derived		-1.7017197439	0.874315573594
reaction affinity	hidden_1		-0.258960678469	-0.258960678469	6.02809759113	kJ/mol	Balanced parameter value	Derived		-0.258960678469	6.02809759113
catalytic rate constant geometric mean	v8		10.5174583601	10.5434908399	0.742284452212	1/s	Balanced parameter value	Basic		2.35303657737	0.0703151497221
concentration of enzyme	v8		0.0201126577813	0.0294610592405	0.03153358242	mM	Balanced parameter value	Basic		-3.90640592176	0.873750546063
equilibrium constant	v8		0.980092720322	1.00100658301	0.207893073016	dimensionless	Balanced parameter value	Derived		-0.0201080992199	0.205495381782
substrate catalytic rate constant	v8		8.80824412422	8.90352456592	1.31312317244	1/s	Balanced parameter value	Derived		2.17568811523	0.146690843321
product catalytic rate constant	v8		8.98715391063	9.08436965331	1.3397948431	1/s	Balanced parameter value	Derived		2.19579621445	0.146690843321
forward maximal velocity	v8		0.177157199725	0.25962771573	0.278147664115	mM/s	Balanced parameter value	Derived		-1.73071780653	0.87431260987
reverse maximal velocity	v8		0.180755551033	0.264901177559	0.283797296263	mM/s	Balanced parameter value	Derived		-1.71060970731	0.87431260987
reaction affinity	v8		0.0457681743984	0.0457681743984	4.3917208997	kJ/mol	Balanced parameter value	Derived		0.0457681743984	4.3917208997
catalytic rate constant geometric mean	v9		10.2389437808	10.2643968498	0.724203579235	1/s	Balanced parameter value	Basic		2.32619846788	0.0704673388454
concentration of enzyme	v9		0.0190140806679	0.0278531683705	0.0298151998776	mM	Balanced parameter value	Basic		-3.9625754865	0.873804249209
equilibrium constant	v9		0.979607386376	1.00052119068	0.20784398275	dimensionless	Balanced parameter value	Derived		-0.020603413737	0.205545462815
substrate catalytic rate constant	v9		9.35024495118	9.45191806734	1.39766771707	1/s	Balanced parameter value	Derived		2.23540254094	0.147072431507
product catalytic rate constant	v9		9.5448902093	9.64867986787	1.42676314666	1/s	Balanced parameter value	Derived		2.25600595468	0.147072431507
forward maximal velocity	v9		0.177786311767	0.260550419238	0.279137642368	mM/s	Balanced parameter value	Derived		-1.72717294556	0.874315797614
reverse maximal velocity	v9		0.181487312406	0.265974331005	0.284948486762	mM/s	Balanced parameter value	Derived		-1.70656953182	0.874315797614
reaction affinity	v9		-0.0249772470321	-0.0249772470321	6.13905838365	kJ/mol	Balanced parameter value	Derived		-0.0249772470321	6.13905838365
catalytic rate constant geometric mean	v10		10.2333423276	10.258781559	0.72380863319	1/s	Balanced parameter value	Basic		2.32565124485	0.0704674592953
concentration of enzyme	v10		0.0189923165952	0.0278212878538	0.0297810757087	mM	Balanced parameter value	Basic		-3.96372077133	0.873804291756
equilibrium constant	v10		0.979601744202	1.00051378825	0.207834210527	dimensionless	Balanced parameter value	Derived		-0.0206091733805	0.205537488964
substrate catalytic rate constant	v10		9.36165671742	9.46345044677	1.39934900016	1/s	Balanced parameter value	Derived		2.23662227455	0.147069933597
product catalytic rate constant	v10		9.55659457818	9.66050795926	1.42848765679	1/s	Balanced parameter value	Derived		2.25723144793	0.147069933597
forward maximal velocity	v10		0.177799548232	0.260569710898	0.279158096313	mM/s	Balanced parameter value	Derived		-1.72709849678	0.874315329168
reverse maximal velocity	v10		0.1815018698	0.265995556297	0.284971007825	mM/s	Balanced parameter value	Derived		-1.7064893234	0.874315329168
reaction affinity	v10		-0.0358608133297	-0.0358608133297	5.89461450152	kJ/mol	Balanced parameter value	Derived		-0.0358608133297	5.89461450152
catalytic rate constant geometric mean	v11		10.0246631465	10.0476703973	0.681125103716	1/s	Balanced parameter value	Basic		2.30504837128	0.0677116693315
concentration of enzyme	v11		0.0181907766473	0.0266249215043	0.0284559248778	mM	Balanced parameter value	Basic		-4.00684059098	0.872849343042
equilibrium constant	v11		0.979207673673	0.994841168168	0.178478505209	dimensionless	Balanced parameter value	Derived		-0.0210115305794	0.177985089442
substrate catalytic rate constant	v11		9.80068544731	9.88477638616	1.2976506932	1/s	Balanced parameter value	Derived		2.28245232683	0.130717313331
product catalytic rate constant	v11		10.0087915065	10.0946680178	1.32520478351	1/s	Balanced parameter value	Derived		2.30346385741	0.130717313331
forward maximal velocity	v11		0.178282079962	0.260930996033	0.278852274714	mM/s	Balanced parameter value	Derived		-1.72438826414	0.872798916719
reverse maximal velocity	v11		0.182067690803	0.266471559659	0.284773375671	mM/s	Balanced parameter value	Derived		-1.70337673356	0.872798916719
reaction affinity	v11		-0.0485386967798	-0.0485386967798	4.59038129661	kJ/mol	Balanced parameter value	Derived		-0.0485386967798	4.59038129661
catalytic rate constant geometric mean	v12		9.75904977756	9.78322202965	0.689001962358	1/s	Balanced parameter value	Basic		2.27819503683	0.0703398016063
concentration of enzyme	v12		0.0171966269817	0.0251898430902	0.0269622787217	mM	Balanced parameter value	Basic		-4.06304202011	0.873759237344
equilibrium constant	v12		0.978661605532	0.999551344883	0.20762306032	dimensionless	Balanced parameter value	Derived		-0.0215693493885	0.205526609449
substrate catalytic rate constant	v12		10.403783273	10.5164308462	1.55174750715	1/s	Balanced parameter value	Derived		2.34216951625	0.146760759882
product catalytic rate constant	v12		10.6306237153	10.7457274167	1.58558126565	1/s	Balanced parameter value	Derived		2.36373886564	0.146760759882
forward maximal velocity	v12		0.178909980144	0.26219688317	0.280900958766	mM/s	Balanced parameter value	Derived		-1.72087250386	0.874314484514
reverse maximal velocity	v12		0.182810870615	0.267913732068	0.28702562477	mM/s	Balanced parameter value	Derived		-1.69930315447	0.874314484514
reaction affinity	v12		-0.0438877859324	-0.0438877859324	5.5498141202	kJ/mol	Balanced parameter value	Derived		-0.0438877859324	5.5498141202
catalytic rate constant geometric mean	v14		9.93981274695	9.96454015496	0.703302866753	1/s	Balanced parameter value	Basic		2.29654818216	0.0704928993429
concentration of enzyme	v14		0.0178700229801	0.0261774784286	0.0280218851606	mM	Balanced parameter value	Basic		-4.02463066385	0.873813279834
equilibrium constant	v14		0.979080958578	0.999983797682	0.207733720913	dimensionless	Balanced parameter value	Derived		-0.021140944694	0.205546793915
substrate catalytic rate constant	v14		9.987944965	10.0966438177	1.49363625757	1/s	Balanced parameter value	Derived		2.30137886229	0.147134027745
product catalytic rate constant	v14		10.2013473733	10.3123686854	1.52554928628	1/s	Balanced parameter value	Derived		2.32251980698	0.147134027745
forward maximal velocity	v14		0.178484806048	0.261574107902	0.28023441397	mM/s	Balanced parameter value	Derived		-1.72325180156	0.874315916992
reverse maximal velocity	v14		0.182298311988	0.267162899666	0.28622190179	mM/s	Balanced parameter value	Derived		-1.70211085687	0.874315916992
reaction affinity	v14		-0.0327554745622	-0.0327554745622	6.17743929935	kJ/mol	Balanced parameter value	Derived		-0.0327554745622	6.17743929935
catalytic rate constant geometric mean	v15		9.98378775598	10.0086367251	0.706588405199	1/s	Balanced parameter value	Basic		2.30096255299	0.0705101377901
concentration of enzyme	v15		0.0180358864697	0.0264205895496	0.0282824072997	mM	Balanced parameter value	Basic		-4.01539181309	0.873819372042
equilibrium constant	v15		0.979122329293	1.00003105559	0.207768664219	dimensionless	Balanced parameter value	Derived		-0.0210986909453	0.205571136368
substrate catalytic rate constant	v15		9.89013048874	9.99783798561	1.47952480602	1/s	Balanced parameter value	Derived		2.29153733956	0.147183753344
product catalytic rate constant	v15		10.1010161783	10.2110203051	1.51107247967	1/s	Balanced parameter value	Derived		2.3126360305	0.147183753344
forward maximal velocity	v15		0.178377270665	0.261416845375	0.280066600883	mM/s	Balanced parameter value	Derived		-1.72385447354	0.874317375527
reverse maximal velocity	v15		0.182180781021	0.26699099546	0.286038416757	mM/s	Balanced parameter value	Derived		-1.70275578259	0.874317375527
reaction affinity	v15		-0.0351803706573	-0.0351803706573	6.86559352534	kJ/mol	Balanced parameter value	Derived		-0.0351803706573	6.86559352534
catalytic rate constant geometric mean	v16		9.95803092827	9.98280054847	0.704547419864	1/s	Balanced parameter value	Basic		2.29837935409	0.0704884806336
concentration of enzyme	v16		0.0179386406311	0.0262779593513	0.0281293738741	mM	Balanced parameter value	Basic		-4.02079819829	0.873811718459
equilibrium constant	v16		0.97905217898	0.999951735954	0.207713664225	dimensionless	Balanced parameter value	Derived		-0.0211703396288	0.205533814336
substrate catalytic rate constant	v16		9.9470192622	10.0552503799	1.48735843477	1/s	Balanced parameter value	Derived		2.29727293465	0.147118926693
product catalytic rate constant	v16		10.1598458956	10.2703927286	1.51918198714	1/s	Balanced parameter value	Derived		2.31844327428	0.147118926693
forward maximal velocity	v16		0.178436003895	0.261502411044	0.280157249456	mM/s	Balanced parameter value	Derived		-1.72352526364	0.874315147045
reverse maximal velocity	v16		0.182253824389	0.267097522133	0.286151499859	mM/s	Balanced parameter value	Derived		-1.70235492401	0.874315147045
reaction affinity	v16		-0.0351653308333	-0.0351653308333	5.77700251054	kJ/mol	Balanced parameter value	Derived		-0.0351653308333	5.77700251054
catalytic rate constant geometric mean	v17		9.93989021016	9.96460531293	0.703129487833	1/s	Balanced parameter value	Basic		2.29655597535	0.0704751047608
concentration of enzyme	v17		0.0178703144498	0.0261777615803	0.0280218999625	mM	Balanced parameter value	Basic		-4.02461435345	0.873806992601
equilibrium constant	v17		0.979012557412	0.999904296073	0.207668792563	dimensionless	Balanced parameter value	Derived		-0.0212108097595	0.205499884441
substrate catalytic rate constant	v17		9.98742216767	10.0960277876	1.49294028802	1/s	Balanced parameter value	Derived		2.30132651809	0.147075083136
product catalytic rate constant	v17		10.2015261112	10.3124599487	1.52494498331	1/s	Balanced parameter value	Derived		2.32253732785	0.147075083136
forward maximal velocity	v17		0.178478374679	0.261564045577	0.280222356818	mM/s	Balanced parameter value	Derived		-1.72328783536	0.874313131618
reverse maximal velocity	v17		0.182304479475	0.267171287637	0.286229583775	mM/s	Balanced parameter value	Derived		-1.7020770256	0.874313131618
reaction affinity	v17		-0.0647136105767	-0.0647136105767	4.56749229707	kJ/mol	Balanced parameter value	Derived		-0.0647136105767	4.56749229707
catalytic rate constant geometric mean	v18		10.4823128055	10.5075857819	0.730094698282	1/s	Balanced parameter value	Basic		2.34968934209	0.0693989862182
concentration of enzyme	v18		0.0199722521525	0.0292471925671	0.0312882348762	mM	Balanced parameter value	Basic		-3.91341136112	0.87342964296
equilibrium constant	v18		0.98571718398	1.00482675002	0.198815461939	dimensionless	Balanced parameter value	Derived		-0.0143857971866	0.195963954837
substrate catalytic rate constant	v18		8.89979022777	8.98888690633	1.27510519794	1/s	Balanced parameter value	Derived		2.18602770655	0.141147579684
product catalytic rate constant	v18		9.02874614788	9.1191338169	1.29358117994	1/s	Balanced parameter value	Derived		2.20041350373	0.141147579684
forward maximal velocity	v18		0.177748854533	0.260369898434	0.278692462754	mM/s	Balanced parameter value	Derived		-1.72738365458	0.873763906138
reverse maximal velocity	v18		0.180324394687	0.264142598572	0.282730652649	mM/s	Balanced parameter value	Derived		-1.71299785739	0.873763906138
reaction affinity	v18		0.000272054975405	0.000272054975405	5.35743540663	kJ/mol	Balanced parameter value	Derived		0.000272054975405	5.35743540663
catalytic rate constant geometric mean	v20		9.97963458298	10.0044686848	0.706229657687	1/s	Balanced parameter value	Basic		2.30054647472	0.0705037153814
concentration of enzyme	v20		0.0180201874483	0.0263975398513	0.0282576283642	mM	Balanced parameter value	Basic		-4.01626262462	0.873817102141
equilibrium constant	v20		0.979076239755	0.999976487723	0.2077196965	dimensionless	Balanced parameter value	Derived		-0.021145764351	0.205534677355
substrate catalytic rate constant	v20		9.89909571237	10.0068594764	1.48057415773	1/s	Balanced parameter value	Derived		2.29244341078	0.147155663781
product catalytic rate constant	v20		10.1106484974	10.2207152722	1.51221538999	1/s	Balanced parameter value	Derived		2.31358917513	0.147155663781
forward maximal velocity	v20		0.178383560306	0.261425570856	0.280074962188	mM/s	Balanced parameter value	Derived		-1.72381921384	0.874315222294
reverse maximal velocity	v20		0.182195781148	0.267012475884	0.28606042187	mM/s	Balanced parameter value	Derived		-1.70267344948	0.874315222294
reaction affinity	v20		-0.0470465907199	-0.0470465907199	5.80391087377	kJ/mol	Balanced parameter value	Derived		-0.0470465907199	5.80391087377
catalytic rate constant geometric mean	v21		10.3560505046	10.3810442807	0.721666885505	1/s	Balanced parameter value	Basic		2.33757093872	0.0694339835039
concentration of enzyme	v21		0.0194720727602	0.0285150376455	0.0305055941049	mM	Balanced parameter value	Basic		-3.93877400609	0.873441826242
equilibrium constant	v21		0.985558955562	1.00466716664	0.198792880601	dimensionless	Balanced parameter value	Derived		-0.014546331183	0.195972653055
substrate catalytic rate constant	v21		9.14331075927	9.23496127123	1.31084512487	1/s	Balanced parameter value	Derived		2.21302254737	0.141236486637
product catalytic rate constant	v21		9.27728443608	9.37027787035	1.33005247172	1/s	Balanced parameter value	Derived		2.22756887855	0.141236486637
forward maximal velocity	v21		0.178039212374	0.260795343901	0.279148095514	mM/s	Balanced parameter value	Derived		-1.72575145872	0.873764449369
reverse maximal velocity	v21		0.180647957556	0.264616685212	0.283238353158	mM/s	Balanced parameter value	Derived		-1.71120512753	0.873764449369
reaction affinity	v21		-0.0366356643455	-0.0366356643455	5.63335178326	kJ/mol	Balanced parameter value	Derived		-0.0366356643455	5.63335178326
catalytic rate constant geometric mean	v22		10.3663549597	10.3913791511	0.722465502568	1/s	Balanced parameter value	Basic		2.33856546187	0.0694416697569
concentration of enzyme	v22		0.0195126449338	0.0285745186181	0.0305693611886	mM	Balanced parameter value	Basic		-3.93669256543	0.873444502786
equilibrium constant	v22		0.985560020349	1.00466975036	0.198801260238	dimensionless	Balanced parameter value	Derived		-0.0145452507951	0.195980262737
substrate catalytic rate constant	v22		9.12302200971	9.21449713605	1.30814147681	1/s	Balanced parameter value	Derived		2.21080110991	0.141257987872
product catalytic rate constant	v22		9.25668840187	9.34950378039	1.32730777405	1/s	Balanced parameter value	Derived		2.22534636071	0.141257987872
forward maximal velocity	v22		0.178014289198	0.260758935942	0.279109325903	mM/s	Balanced parameter value	Derived		-1.72589145552	0.873764888259
reverse maximal velocity	v22		0.180622474048	0.26457945793	0.283198709505	mM/s	Balanced parameter value	Derived		-1.71134620472	0.873764888259
reaction affinity	v22		-0.022937971503	-0.022937971503	5.86584157885	kJ/mol	Balanced parameter value	Derived		-0.022937971503	5.86584157885
catalytic rate constant geometric mean	v24		10.4871472276	10.5122808127	0.728233312891	1/s	Balanced parameter value	Basic		2.35015043381	0.0691916339489
concentration of enzyme	v24		0.0199915350847	0.0292735878551	0.031312778986	mM	Balanced parameter value	Basic		-3.91244634079	0.873357581857
equilibrium constant	v24		0.985809995273	1.004920526	0.198829633225	dimensionless	Balanced parameter value	Derived		-0.0142916455118	0.19595971673
substrate catalytic rate constant	v24		8.8910451273	8.97940833451	1.26910755212	1/s	Balanced parameter value	Derived		2.18504460474	0.140637039046
product catalytic rate constant	v24		9.01902513662	9.10866026675	1.28737541535	1/s	Balanced parameter value	Derived		2.19933625025	0.140637039046
forward maximal velocity	v24		0.177745640602	0.260365061843	0.278687027683	mM/s	Balanced parameter value	Derived		-1.72740173604	0.873763340139
reverse maximal velocity	v24		0.180304157449	0.264112824065	0.282698521033	mM/s	Balanced parameter value	Derived		-1.71311009053	0.873763340139
reaction affinity	v24		-0.0353048249439	-0.0353048249439	5.22578519726	kJ/mol	Balanced parameter value	Derived		-0.0353048249439	5.22578519726
catalytic rate constant geometric mean	v25		11.1544310639	11.1814665668	0.778969183334	1/s	Balanced parameter value	Basic		2.4118368238	0.069581794101
concentration of enzyme	v25		0.0227465294041	0.0333116736176	0.0356400751231	mM	Balanced parameter value	Basic		-3.78334269889	0.873493348057
equilibrium constant	v25		0.981454734279	1.00241708817	0.208283571456	dimensionless	Balanced parameter value	Derived		-0.0187193852502	0.205589673666
substrate catalytic rate constant	v25		7.72923684859	7.81088300589	1.13830481744	1/s	Balanced parameter value	Derived		2.0450101318	0.144968179917
product catalytic rate constant	v25		7.87528612236	7.95847504024	1.15981387392	1/s	Balanced parameter value	Derived		2.06372951705	0.144968179917
forward maximal velocity	v25		0.175813313248	0.257659205461	0.276040708336	mM/s	Balanced parameter value	Derived		-1.73833256709	0.874316980043
reverse maximal velocity	v25		0.179135427348	0.262527854278	0.281256688357	mM/s	Balanced parameter value	Derived		-1.71961318184	0.874316980043
reaction affinity	v25		-0.0447222240911	-0.0447222240911	7.38249636498	kJ/mol	Balanced parameter value	Derived		-0.0447222240911	7.38249636498
catalytic rate constant geometric mean	v26		11.1522858053	11.1793037408	0.778640097428	1/s	Balanced parameter value	Basic		2.41164448185	0.0695658929482
concentration of enzyme	v26		0.0227373745616	0.0332981052406	0.0356252348968	mM	Balanced parameter value	Basic		-3.78374525196	0.873487800335
equilibrium constant	v26		0.983814363666	1.00480346239	0.208660634264	dimensionless	Balanced parameter value	Derived		-0.0163180545379	0.20547514261
substrate catalytic rate constant	v26		7.74184886286	7.82353899843	1.13952365478	1/s	Balanced parameter value	Derived		2.04664053025	0.144889470149
product catalytic rate constant	v26		7.86921714988	7.95225124511	1.15827100809	1/s	Balanced parameter value	Derived		2.06295858479	0.144889470149
forward maximal velocity	v26		0.176029317394	0.257974241557	0.27637516425	mM/s	Balanced parameter value	Derived		-1.73710472171	0.874310223826
reverse maximal velocity	v26		0.178925337843	0.262218413437	0.280922066659	mM/s	Balanced parameter value	Derived		-1.72078666718	0.874310223826
reaction affinity	v26		-0.0529947797966	-0.0529947797966	3.71972975406	kJ/mol	Balanced parameter value	Derived		-0.0529947797966	3.71972975406
catalytic rate constant geometric mean	v27		9.9806209129	10.0054557685	0.706275124711	1/s	Balanced parameter value	Basic		2.30064530411	0.0705013044436
concentration of enzyme	v27		0.0180239151355	0.026402980834	0.0282634133354	mM	Balanced parameter value	Basic		-4.01605578428	0.873816250084
equilibrium constant	v27		0.979045800249	0.999947620749	0.207724859886	dimensionless	Balanced parameter value	Derived		-0.0211768548601	0.205545490035
substrate catalytic rate constant	v27		9.89675632502	10.0044916919	1.48020359323	1/s	Balanced parameter value	Derived		2.29220705952	0.14715367358
product catalytic rate constant	v27		10.1085733911	10.2186145831	1.5118839107	1/s	Balanced parameter value	Derived		2.31338391438	0.14715367358
forward maximal velocity	v27		0.178378296119	0.261418000418	0.280067141099	mM/s	Balanced parameter value	Derived		-1.72384872476	0.874315853892
reverse maximal velocity	v27		0.182196068941	0.267013045101	0.286061327292	mM/s	Balanced parameter value	Derived		-1.7026718699	0.874315853892
reaction affinity	v27		0.0142705988961	0.0142705988961	6.13784049139	kJ/mol	Balanced parameter value	Derived		0.0142705988961	6.13784049139
catalytic rate constant geometric mean	v28		10.0628071301	10.0878340381	0.711912819801	1/s	Balanced parameter value	Basic		2.30884616452	0.0704837937303
concentration of enzyme	v28		0.0183359406104	0.0268599173535	0.0287522558309	mM	Balanced parameter value	Basic		-3.99889217742	0.87381006242
equilibrium constant	v28		0.979278700973	1.00018329047	0.207762752978	dimensionless	Balanced parameter value	Derived		-0.0209389977279	0.205534772735
substrate catalytic rate constant	v28		9.71823006686	9.82395606786	1.4530371264	1/s	Balanced parameter value	Derived		2.27400351	0.147108051926
product catalytic rate constant	v28		9.92386545036	10.0318285878	1.48378303843	1/s	Balanced parameter value	Derived		2.29494250773	0.147108051926
forward maximal velocity	v28		0.178192889344	0.261146131747	0.279775576535	mM/s	Balanced parameter value	Derived		-1.72488866741	0.874315195825
reverse maximal velocity	v28		0.181963407523	0.266671920351	0.285695559657	mM/s	Balanced parameter value	Derived		-1.70394966969	0.874315195825
reaction affinity	v28		-0.0375891363315	-0.0375891363315	5.80723892431	kJ/mol	Balanced parameter value	Derived		-0.0375891363315	5.80723892431
catalytic rate constant geometric mean	v29		10.087605794	10.1107688474	0.685570616934	1/s	Balanced parameter value	Basic		2.31130752117	0.0677282390685
concentration of enzyme	v29		0.0184306397356	0.0269761295878	0.0288315514068	mM	Balanced parameter value	Basic		-3.99374079626	0.872854974098
equilibrium constant	v29		0.979336194012	0.994971755762	0.178502021574	dimensionless	Balanced parameter value	Derived		-0.0208802898741	0.17798517623
substrate catalytic rate constant	v29		9.66521798218	9.74820123478	1.28014473906	1/s	Balanced parameter value	Derived		2.26853366617	0.130760185637
product catalytic rate constant	v29		9.86915222911	9.95388641243	1.3071555477	1/s	Balanced parameter value	Derived		2.28941395605	0.130760185637
